,campaign_id,move,date,bank,tracking_mode,trash_type,lat,lon,municipality,department,state,country,river_name
96,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90742430000002,-0.6458564000000003,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
97,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9073908,-0.6459802999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
98,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9073908,-0.6459802999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
99,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9068844,-0.6476656999999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
100,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90679049999999,-0.6478959999999988,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
101,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9067232,-0.6480322999999998,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
102,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9067232,-0.6480322999999998,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
103,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90665929999998,-0.6482217999999984,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
104,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9064801,-0.648415799999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
105,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90638850000001,-0.6485478000000001,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
106,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.906190500000015,-0.6486838999999998,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
107,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9056659,-0.6493179999999991,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
108,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90556320000002,-0.6494955000000011,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
109,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9053917,-0.6498344999999993,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
110,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9053917,-0.6498344999999993,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
111,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9053183,-0.6499276000000007,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
112,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9052444,-0.6502354999999994,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
113,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,HouseholdItems,43.905190700000006,-0.6504438000000003,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
